product_id,merchant_id,sku,product_name,category,price,cost,active_status,created_at,scenario_flag
p-0419,m-041,SKU-GRO-0419,Chana Dal (1kg),Grocery,82.06,70.57,True,2025-01-31 00:00:00,NONE
p-0420,m-041,SKU-GRO-0420,Mustard Oil (1L),Grocery,153.35,134.95,True,2025-01-31 00:00:00,NONE
p-0421,m-041,SKU-GRO-0421,Aashirvaad Atta (5kg),Grocery,216.55,194.9,True,2025-01-31 00:00:00,NONE
p-0422,m-041,SKU-GRO-0422,Organic Desi Ghee (500ml),Grocery,357.44,278.8,True,2025-01-31 00:00:00,NONE
p-0423,m-041,SKU-GRO-0423,Tata Salt (1kg),Grocery,27.29,24.56,True,2025-01-31 00:00:00,NONE
p-0424,m-041,SKU-GRO-0424,Maggi 2-Min Noodles (Pack of 4),Grocery,54.85,48.27,True,2025-01-31 00:00:00,NONE
p-0425,m-041,SKU-GRO-0425,Britannia Good Day Biscuits,Grocery,30.43,25.87,True,2025-01-31 00:00:00,NONE
p-0426,m-041,SKU-GRO-0426,Amul Taaza Milk (1L),Grocery,66.3,61.0,True,2025-01-31 00:00:00,NONE
p-0427,m-041,SKU-GRO-0427,Organic Quinoa & Millets (500g),Grocery,291.9,189.73,True,2025-01-31 00:00:00,NONE
p-0428,m-041,SKU-GRO-0428,Cold-Pressed Mustard Oil (1L),Grocery,305.17,213.62,True,2025-01-31 00:00:00,NONE
p-0429,m-041,SKU-GRO-0429,Dry Fruits Gift Pack (500g),Grocery,543.23,407.42,True,2025-01-31 00:00:00,NONE
p-0430,m-042,SKU-FOO-0430,Special Masala Chai,Food & Beverage,30.27,18.16,True,2025-05-09 00:00:00,NONE
p-0431,m-042,SKU-FOO-0431,Ginger Lemon Tea,Food & Beverage,43.16,25.9,True,2025-05-09 00:00:00,NONE
p-0432,m-042,SKU-FOO-0432,Kullad Chai,Food & Beverage,44.49,25.8,True,2025-05-09 00:00:00,NONE
p-0433,m-042,SKU-FOO-0433,Filter Coffee,Food & Beverage,65.24,35.88,True,2025-05-09 00:00:00,NONE
p-0434,m-042,SKU-FOO-0434,Fresh Bun Maska,Food & Beverage,31.7,19.65,True,2025-05-09 00:00:00,NONE
p-0435,m-042,SKU-FOO-0435,Crispy Samosa (2 pcs),Food & Beverage,39.21,25.49,True,2025-05-09 00:00:00,NONE
p-0436,m-042,SKU-FOO-0436,Paneer Pakora Platter,Food & Beverage,118.86,65.37,True,2025-05-09 00:00:00,NONE
p-0437,m-042,SKU-FOO-0437,Chole Bhature,Food & Beverage,100.78,58.45,True,2025-05-09 00:00:00,NONE
p-0438,m-042,SKU-FOO-0438,Veg Grilled Sandwich,Food & Beverage,106.63,63.98,True,2025-05-09 00:00:00,NONE
p-0439,m-042,SKU-FOO-0439,Cold Coffee with Ice Cream,Food & Beverage,87.51,48.13,True,2025-05-09 00:00:00,NONE
p-0440,m-042,SKU-FOO-0440,Poha with Sev,Food & Beverage,61.16,39.75,True,2025-05-09 00:00:00,NONE
p-0441,m-042,SKU-FOO-0441,Aloo Paratha with Butter,Food & Beverage,76.62,47.5,True,2025-05-09 00:00:00,NONE
p-0442,m-042,SKU-FOO-0442,Evening Chai Combo Platter,Food & Beverage,74.47,43.19,True,2025-05-09 00:00:00,NONE
p-0443,m-042,SKU-FOO-0443,Weekend Family Chai Pot,Food & Beverage,168.33,94.26,True,2025-05-09 00:00:00,NONE
p-0444,m-043,SKU-ELE-0444,Fast USB-C Charging Cable,Electronics,336.04,151.22,True,2025-06-27 00:00:00,NONE
p-0445,m-043,SKU-ELE-0445,10000mAh Power Bank,Electronics,900.25,585.16,True,2025-06-27 00:00:00,NONE
p-0446,m-043,SKU-ELE-0446,Wireless Bluetooth Neckband,Electronics,889.61,489.29,True,2025-06-27 00:00:00,NONE
p-0447,m-043,SKU-ELE-0447,Tempered Glass & Phone Case,Electronics,269.88,94.46,True,2025-06-27 00:00:00,NONE
p-0448,m-043,SKU-ELE-0448,Smartwatch with Health Monitor,Electronics,2567.7,1540.62,True,2025-06-27 00:00:00,NONE
p-0449,m-043,SKU-ELE-0449,20W Fast Wall Adapter,Electronics,411.29,226.21,True,2025-06-27 00:00:00,NONE
p-0450,m-043,SKU-ELE-0450,Wireless Earbuds with Mic,Electronics,1103.72,640.16,True,2025-06-27 00:00:00,NONE
p-0451,m-043,SKU-ELE-0451,OTG Adapter & Memory Card 64GB,Electronics,659.07,428.4,True,2025-06-27 00:00:00,NONE
p-0452,m-044,SKU-GRO-0452,Basmati Rice (1kg),Grocery,166.9,141.87,True,2025-01-12 00:00:00,NONE
p-0453,m-044,SKU-GRO-0453,Chana Dal (1kg),Grocery,93.6,80.5,True,2025-01-12 00:00:00,NONE
p-0454,m-044,SKU-GRO-0454,Mustard Oil (1L),Grocery,179.39,157.86,True,2025-01-12 00:00:00,NONE
p-0455,m-044,SKU-GRO-0455,Aashirvaad Atta (5kg),Grocery,223.36,201.02,True,2025-01-12 00:00:00,NONE
p-0456,m-044,SKU-GRO-0456,Organic Desi Ghee (500ml),Grocery,320.33,249.86,True,2025-01-12 00:00:00,NONE
p-0457,m-044,SKU-GRO-0457,Tata Salt (1kg),Grocery,26.36,23.72,True,2025-01-12 00:00:00,NONE
p-0458,m-044,SKU-GRO-0458,Maggi 2-Min Noodles (Pack of 4),Grocery,58.37,51.37,True,2025-01-12 00:00:00,NONE
p-0459,m-044,SKU-GRO-0459,Britannia Good Day Biscuits,Grocery,38.7,32.9,True,2025-01-12 00:00:00,NONE
p-0460,m-044,SKU-GRO-0460,Amul Taaza Milk (1L),Grocery,66.6,61.27,True,2025-01-12 00:00:00,NONE
p-0461,m-044,SKU-GRO-0461,Organic Quinoa & Millets (500g),Grocery,301.14,195.74,True,2025-01-12 00:00:00,NONE
p-0462,m-044,SKU-GRO-0462,Cold-Pressed Mustard Oil (1L),Grocery,273.59,191.51,True,2025-01-12 00:00:00,NONE
p-0463,m-044,SKU-GRO-0463,Dry Fruits Gift Pack (500g),Grocery,595.3,446.47,True,2025-01-12 00:00:00,NONE
p-0464,m-045,SKU-FOO-0464,Special Masala Chai,Food & Beverage,36.65,21.99,True,2024-12-19 00:00:00,NONE
p-0465,m-045,SKU-FOO-0465,Ginger Lemon Tea,Food & Beverage,50.26,30.16,True,2024-12-19 00:00:00,NONE
p-0466,m-045,SKU-FOO-0466,Kullad Chai,Food & Beverage,47.54,27.57,True,2024-12-19 00:00:00,NONE
p-0467,m-045,SKU-FOO-0467,Filter Coffee,Food & Beverage,67.99,37.39,True,2024-12-19 00:00:00,NONE
p-0468,m-045,SKU-FOO-0468,Fresh Bun Maska,Food & Beverage,43.04,26.68,True,2024-12-19 00:00:00,NONE
p-0469,m-045,SKU-FOO-0469,Crispy Samosa (2 pcs),Food & Beverage,39.71,25.81,True,2024-12-19 00:00:00,NONE
p-0470,m-045,SKU-FOO-0470,Paneer Pakora Platter,Food & Beverage,94.33,51.88,True,2024-12-19 00:00:00,NONE
p-0471,m-045,SKU-FOO-0471,Chole Bhature,Food & Beverage,116.81,67.75,True,2024-12-19 00:00:00,NONE
p-0472,m-045,SKU-FOO-0472,Veg Grilled Sandwich,Food & Beverage,102.8,61.68,True,2024-12-19 00:00:00,NONE
p-0473,m-045,SKU-FOO-0473,Cold Coffee with Ice Cream,Food & Beverage,94.65,52.06,True,2024-12-19 00:00:00,NONE
p-0474,m-045,SKU-FOO-0474,Poha with Sev,Food & Beverage,49.55,32.21,True,2024-12-19 00:00:00,NONE
p-0475,m-045,SKU-FOO-0475,Aloo Paratha with Butter,Food & Beverage,78.92,48.93,True,2024-12-19 00:00:00,NONE
p-0476,m-045,SKU-FOO-0476,Evening Chai Combo Platter,Food & Beverage,87.4,50.69,True,2024-12-19 00:00:00,NONE
p-0477,m-045,SKU-FOO-0477,Weekend Family Chai Pot,Food & Beverage,162.87,91.21,True,2024-12-19 00:00:00,NONE
p-0478,m-046,SKU-GRO-0478,Basmati Rice (1kg),Grocery,178.96,152.12,True,2024-12-02 00:00:00,NONE
p-0479,m-046,SKU-GRO-0479,Chana Dal (1kg),Grocery,111.7,96.06,True,2024-12-02 00:00:00,NONE
p-0480,m-046,SKU-GRO-0480,Mustard Oil (1L),Grocery,172.6,151.89,True,2024-12-02 00:00:00,NONE
p-0481,m-046,SKU-GRO-0481,Aashirvaad Atta (5kg),Grocery,217.61,195.85,True,2024-12-02 00:00:00,NONE
p-0482,m-046,SKU-GRO-0482,Organic Desi Ghee (500ml),Grocery,445.43,347.44,True,2024-12-02 00:00:00,NONE
p-0483,m-046,SKU-GRO-0483,Tata Salt (1kg),Grocery,22.76,20.48,True,2024-12-02 00:00:00,NONE
p-0484,m-046,SKU-GRO-0484,Maggi 2-Min Noodles (Pack of 4),Grocery,59.65,52.49,True,2024-12-02 00:00:00,NONE
p-0485,m-046,SKU-GRO-0485,Britannia Good Day Biscuits,Grocery,34.98,29.73,True,2024-12-02 00:00:00,NONE
p-0486,m-046,SKU-GRO-0486,Amul Taaza Milk (1L),Grocery,61.0,56.12,True,2024-12-02 00:00:00,NONE
p-0487,m-046,SKU-GRO-0487,Organic Quinoa & Millets (500g),Grocery,298.31,193.9,True,2024-12-02 00:00:00,NONE
p-0488,m-046,SKU-GRO-0488,Cold-Pressed Mustard Oil (1L),Grocery,231.97,162.38,True,2024-12-02 00:00:00,NONE
p-0489,m-046,SKU-GRO-0489,Dry Fruits Gift Pack (500g),Grocery,723.13,542.35,True,2024-12-02 00:00:00,NONE
p-0490,m-047,SKU-FOO-0490,Special Masala Chai,Food & Beverage,30.31,18.19,True,2025-01-10 00:00:00,NONE
p-0491,m-047,SKU-FOO-0491,Ginger Lemon Tea,Food & Beverage,37.88,22.73,True,2025-01-10 00:00:00,NONE
p-0492,m-047,SKU-FOO-0492,Kullad Chai,Food & Beverage,57.42,33.3,True,2025-01-10 00:00:00,NONE
p-0493,m-047,SKU-FOO-0493,Filter Coffee,Food & Beverage,69.1,38.01,True,2025-01-10 00:00:00,NONE
p-0494,m-047,SKU-FOO-0494,Fresh Bun Maska,Food & Beverage,31.12,19.29,True,2025-01-10 00:00:00,NONE
p-0495,m-047,SKU-FOO-0495,Crispy Samosa (2 pcs),Food & Beverage,36.72,23.87,True,2025-01-10 00:00:00,NONE
p-0496,m-047,SKU-FOO-0496,Paneer Pakora Platter,Food & Beverage,95.9,52.75,True,2025-01-10 00:00:00,NONE
p-0497,m-047,SKU-FOO-0497,Chole Bhature,Food & Beverage,133.63,77.51,True,2025-01-10 00:00:00,NONE
p-0498,m-047,SKU-FOO-0498,Veg Grilled Sandwich,Food & Beverage,79.87,47.92,True,2025-01-10 00:00:00,NONE
p-0499,m-047,SKU-FOO-0499,Cold Coffee with Ice Cream,Food & Beverage,74.82,41.15,True,2025-01-10 00:00:00,NONE
p-0500,m-047,SKU-FOO-0500,Poha with Sev,Food & Beverage,49.86,32.41,True,2025-01-10 00:00:00,NONE
